stamp_ns,time_s_from_start,visible,rel_x_m,rel_y_m,range_m,bearing_deg,u_px,bbox_w_px,bbox_h_px,sync_dt_ms
1777025625443564454,10.801,0,-0.6519,1.7905,1.9055,110.006,nan,nan,nan,1.087
1777025625543014491,10.900,0,-0.5976,1.8121,1.9081,108.253,nan,nan,nan,0.229
1777025625642908248,11.000,0,-0.5637,1.8249,1.9099,107.165,nan,nan,nan,0.322
1777025625739892775,11.097,0,-0.5287,1.8375,1.9121,106.053,nan,nan,nan,2.665
1777025625842477950,11.200,0,-0.5038,1.8474,1.9148,105.253,nan,nan,nan,1.648
1777025625942741484,11.300,0,-0.4802,1.8558,1.9169,104.506,nan,nan,nan,0.213
1777025626043488480,11.401,0,-0.4507,1.8642,1.9179,103.592,nan,nan,nan,0.974
1777025626142117149,11.499,0,-0.4306,1.8659,1.9149,102.995,nan,nan,nan,0.587
1777025626244323103,11.601,0,-0.4197,1.8587,1.9055,102.724,nan,nan,nan,1.282
1777025626342991383,11.700,0,-0.4114,1.8522,1.8974,102.524,nan,nan,nan,0.384
1777025626442785919,11.800,0,-0.3946,1.8487,1.8903,102.049,nan,nan,nan,1.031
1777025626542738065,11.900,0,-0.3762,1.8449,1.8828,101.526,nan,nan,nan,0.702
1777025626643406283,12.001,0,-0.3647,1.8404,1.8762,101.208,nan,nan,nan,0.055
1777025626741293029,12.098,0,-0.3664,1.8351,1.8714,101.291,nan,nan,nan,2.275
1777025626843697982,12.201,0,-0.3677,1.8348,1.8713,101.334,nan,nan,nan,0.228
1777025626942815538,12.300,0,-0.3666,1.8360,1.8722,101.291,nan,nan,nan,1.706
1777025627042283168,12.399,0,-0.3651,1.8355,1.8715,101.251,nan,nan,nan,1.454
1777025627143225274,12.500,0,-0.3441,1.8401,1.8720,100.593,nan,nan,nan,0.699
1777025627250048621,12.607,0,-0.3220,1.8444,1.8723,99.902,nan,nan,nan,2.348
1777025627343369362,12.701,0,-0.3104,1.8418,1.8677,99.566,nan,nan,nan,0.583
1777025627443780229,12.801,0,-0.3049,1.8295,1.8548,99.461,nan,nan,nan,0.457
1777025627543913134,12.901,0,-0.3020,1.8212,1.8461,99.415,nan,nan,nan,1.431
1777025627645066536,13.002,0,-0.2913,1.8157,1.8389,99.114,nan,nan,nan,0.336
1777025627742921856,13.100,0,-0.2797,1.8101,1.8316,98.785,nan,nan,nan,1.608
1777025627845962530,13.203,0,-0.2656,1.8073,1.8268,98.361,nan,nan,nan,1.207
1777025627944564051,13.302,0,-0.2589,1.8014,1.8200,98.180,nan,nan,nan,0.079
1777025628045789063,13.403,0,-0.2371,1.8032,1.8187,97.492,nan,nan,nan,1.437
1777025628146940336,13.504,0,-0.2077,1.8075,1.8194,96.556,nan,nan,nan,1.642
1777025628243492159,13.601,0,-0.1838,1.8075,1.8169,95.806,nan,nan,nan,1.758
1777025628342826697,13.700,0,-0.1500,1.8101,1.8163,94.737,nan,nan,nan,4.033
1777025628444219875,13.801,0,-0.1229,1.8108,1.8150,93.882,nan,nan,nan,1.116
1777025628544229207,13.901,0,-0.0929,1.8106,1.8130,92.938,nan,nan,nan,4.662
1777025628644103224,14.001,0,-0.0704,1.8090,1.8103,92.229,nan,nan,nan,1.325
1777025628742555023,14.100,0,-0.0563,1.8059,1.8068,91.785,nan,nan,nan,3.072
1777025628845073846,14.202,0,-0.0456,1.8020,1.8025,91.449,nan,nan,nan,1.083
1777025628943111054,14.300,0,-0.0286,1.8005,1.8007,90.909,nan,nan,nan,3.849
1777025629045312601,14.402,0,-0.0233,1.7979,1.7980,90.742,nan,nan,nan,0.776
1777025629143513568,14.501,0,-0.0502,1.7947,1.7954,91.604,nan,nan,nan,3.340
1777025629244583414,14.602,0,-0.0723,1.7916,1.7931,92.310,nan,nan,nan,2.339
1777025629344476487,14.702,0,-0.0924,1.7887,1.7910,92.956,nan,nan,nan,2.262
1777025629443805857,14.801,0,-0.1137,1.7855,1.7891,93.645,nan,nan,nan,2.704
1777025629544586020,14.902,0,-0.1363,1.7822,1.7874,94.372,nan,nan,nan,2.124
1777025629645118201,15.002,0,-0.1551,1.7796,1.7864,94.982,nan,nan,nan,1.679
1777025629745325365,15.102,0,-0.1756,1.7764,1.7851,95.645,nan,nan,nan,0.997
1777025629843323722,15.200,0,-0.1922,1.7737,1.7841,96.186,nan,nan,nan,4.006
1777025629943628885,15.301,0,-0.2213,1.7719,1.7857,97.117,nan,nan,nan,2.878
1777025630043838568,15.401,0,-0.2649,1.7687,1.7885,98.519,nan,nan,nan,3.114
1777025630142572885,15.500,0,-0.3096,1.7675,1.7944,99.935,nan,nan,nan,1.099
1777025630243371658,15.601,0,-0.3560,1.7635,1.7991,101.412,nan,nan,nan,4.445
1777025630344495208,15.702,0,-0.3958,1.7563,1.8003,102.702,nan,nan,nan,4.541
1777025630444922686,15.802,0,-0.4425,1.7492,1.8043,104.196,nan,nan,nan,3.884
1777025630544047243,15.901,0,-0.4766,1.7458,1.8097,105.270,nan,nan,nan,3.531
1777025630645441773,16.003,0,-0.5133,1.7415,1.8156,106.423,nan,nan,nan,2.726
1777025630741298507,16.098,0,-0.5505,1.7376,1.8228,107.580,nan,nan,nan,1.138
1777025630843210573,16.200,0,-0.5779,1.7371,1.8307,108.401,nan,nan,nan,2.536
1777025630942688276,16.300,0,-0.5979,1.7402,1.8401,108.961,nan,nan,nan,1.915
1777025631043170440,16.400,0,-0.6028,1.7476,1.8487,109.029,nan,nan,nan,2.723
1777025631145207690,16.502,0,-0.5797,1.7670,1.8596,108.163,nan,nan,nan,4.052
1777025631246602017,16.604,0,-0.5642,1.7818,1.8690,107.571,nan,nan,nan,1.761
1777025631343790561,16.701,0,-0.5249,1.7943,1.8695,106.306,nan,nan,nan,3.960
1777025631443856319,16.801,0,-0.4828,1.8075,1.8709,104.955,nan,nan,nan,3.361
1777025631546042124,16.903,0,-0.4411,1.8199,1.8726,103.623,nan,nan,nan,2.668
1777025631643735019,17.001,0,-0.4047,1.8289,1.8732,102.476,nan,nan,nan,2.531
1777025631740888081,17.098,0,-0.3699,1.8370,1.8738,101.385,nan,nan,nan,0.121
1777025631844334087,17.201,0,-0.3314,1.8445,1.8741,100.185,nan,nan,nan,3.601
1777025631944785158,17.302,0,-0.2946,1.8507,1.8740,99.044,nan,nan,nan,3.957
1777025632044926081,17.402,0,-0.2619,1.8550,1.8734,98.036,nan,nan,nan,4.185
1777025632143459010,17.501,0,-0.2456,1.8569,1.8730,97.536,nan,nan,nan,2.424
1777025632242736677,17.600,0,-0.2238,1.8588,1.8722,96.864,nan,nan,nan,1.058
1777025632351143389,17.708,0,-0.1915,1.8613,1.8711,95.874,nan,nan,nan,1.237
1777025632443757411,17.801,0,-0.1674,1.8625,1.8700,95.137,nan,nan,nan,0.577
1777025632543860779,17.901,0,-0.1441,1.8629,1.8685,94.422,nan,nan,nan,2.632
1777025632643189057,18.000,0,-0.1149,1.8630,1.8665,93.529,nan,nan,nan,1.791
1777025632741349542,18.099,0,-0.0937,1.8653,1.8676,92.875,nan,nan,nan,0.291
1777025632844895140,18.202,0,-0.0781,1.8722,1.8738,92.388,nan,nan,nan,3.873
1777025632943579235,18.301,0,-0.0723,1.8865,1.8879,92.196,nan,nan,nan,2.001
1777025633043931417,18.401,0,-0.0844,1.8976,1.8995,92.546,nan,nan,nan,2.377
1777025633143554842,18.501,0,-0.0985,1.9052,1.9078,92.958,nan,nan,nan,1.800
1777025633242291048,18.599,0,-0.1126,1.9155,1.9188,93.365,nan,nan,nan,0.567
1777025633347835306,18.705,0,-0.1000,1.9279,1.9305,92.970,nan,nan,nan,2.788
1777025633443264652,18.800,0,-0.0829,1.9389,1.9407,92.449,nan,nan,nan,0.774
1777025633543044706,18.900,0,-0.0609,1.9519,1.9528,91.788,nan,nan,nan,1.308
1777025633643279315,19.000,0,-0.0401,1.9628,1.9632,91.170,nan,nan,nan,0.732
1777025633742085298,19.099,0,0.0366,1.9715,1.9718,88.935,nan,nan,nan,0.634
1777025633843290367,19.200,0,0.1406,1.9781,1.9831,85.935,-6894.40,1313.79,1419.22,0.657
1777025633944591935,19.302,0,0.2388,1.9779,1.9922,83.115,-3924.39,773.36,835.42,2.749
1777025634041801849,19.399,0,0.3531,1.9728,2.0042,79.852,-2541.96,523.08,565.06,0.926
1777025634142843640,19.500,0,0.5021,1.9510,2.0146,75.568,-1669.18,367.88,397.41,0.845
1777025634240781737,19.598,0,0.5950,1.9349,2.0243,72.908,-1344.04,310.45,335.36,2.602
1777025634342920173,19.700,0,0.6844,1.9171,2.0356,70.353,-1112.62,269.88,291.54,0.980
1777025634443358410,19.801,0,0.7572,1.8979,2.0434,68.249,-961.45,243.93,263.51,0.105
1777025634542828391,19.900,0,0.8254,1.8782,2.0516,66.275,-842.89,223.77,241.72,0.472
1777025634641878818,19.999,0,0.9022,1.8529,2.0609,64.037,-729.14,204.72,221.15,1.450
1777025634741325633,20.098,0,0.9702,1.8263,2.0680,62.021,-641.28,190.39,205.67,1.995
1777025634841716000,20.199,0,1.0087,1.8129,2.0746,60.908,-597.59,183.11,197.81,2.228
1777025634941452258,20.299,0,1.0321,1.8023,2.0769,60.202,-571.40,178.96,193.33,2.465
1777025635041100980,20.398,0,1.0622,1.7900,2.0814,59.314,-540.05,173.89,187.84,2.911
1777025635140169499,20.497,0,1.0867,1.7806,2.0860,58.605,-516.17,169.97,183.61,3.147
1777025635240490978,20.598,0,1.1209,1.7638,2.0898,57.563,-482.78,164.78,178.01,3.949
1777025635341035030,20.698,0,1.1379,1.7780,2.1109,57.381,-477.14,162.32,175.35,2.627
1777025635440103142,20.797,0,1.1486,1.8028,2.1376,57.498,-480.77,160.81,173.72,4.325
1777025635542935076,20.900,0,1.1612,1.8231,2.1615,57.505,-480.98,159.07,171.83,1.075
1777025635641490541,20.999,0,1.1769,1.8408,2.1849,57.407,-477.94,156.94,169.54,3.080
1777025635740186395,21.097,0,1.1928,1.8599,2.2095,57.328,-475.51,154.86,167.28,4.115
1777025635842269331,21.199,0,1.2104,1.8769,2.2334,57.184,-471.10,152.61,164.85,2.950
1777025635943142345,21.300,0,1.2283,1.8923,2.2560,57.013,-465.91,150.38,162.45,2.380
1777025636041953773,21.399,0,1.2489,1.9074,2.2800,56.784,-459.05,147.89,159.76,3.034
1777025636142457121,21.500,0,1.2690,1.9215,2.3027,56.557,-452.32,145.55,157.23,2.769
1777025636242313045,21.599,0,1.2895,1.9359,2.3260,56.334,-445.76,143.25,154.74,2.367
1777025636342429710,21.700,0,1.3048,1.9509,2.3470,56.225,-442.60,141.56,152.92,2.553
1777025636442243116,21.799,0,1.3153,1.9572,2.3581,56.098,-438.94,140.43,151.70,3.031
1777025636543613795,21.901,0,1.3190,1.9556,2.3589,56.002,-436.18,140.04,151.27,1.950
1777025636642356445,22.000,0,1.3836,1.9233,2.3693,54.270,-388.68,133.50,144.21,2.746
1777025636740094098,22.097,0,1.4418,1.8919,2.3786,52.689,-348.71,128.11,138.39,3.373
1777025636842072368,22.199,0,1.4688,1.8770,2.3834,51.955,-331.11,125.75,135.84,4.066
1777025636941550664,22.299,0,1.4968,1.8595,2.3871,51.167,-312.83,123.40,133.30,3.966
1777025637043891006,22.401,0,1.5146,1.8513,2.3919,50.712,-302.59,121.95,131.74,1.930
1777025637142522583,22.500,0,1.5331,1.8394,2.3945,50.189,-291.02,120.48,130.15,3.392
1777025637242966357,22.600,0,1.5432,1.8323,2.3956,49.895,-284.65,119.69,129.29,2.939
1777025637342846597,22.700,0,1.5492,1.8295,2.3973,49.742,-281.35,119.23,128.79,3.171
1777025637444380831,22.802,0,1.5594,1.8218,2.3980,49.437,-274.85,118.45,127.95,1.938
1777025637542539890,22.900,0,1.5679,1.8158,2.3991,49.190,-269.65,117.81,127.26,3.922
1777025637643300423,23.000,0,1.5658,1.8129,2.3955,49.183,-269.50,117.96,127.43,3.845
1777025637739898524,23.097,0,1.5666,1.8094,2.3934,49.114,-268.05,117.90,127.36,1.647
1777025637841241925,23.198,0,1.5525,1.8080,2.3831,49.348,-272.97,118.98,128.52,3.616
1777025637944560061,23.302,0,1.4985,1.8275,2.3633,50.650,-301.20,123.26,133.16,2.746
1777025638041613605,23.399,0,1.4627,1.8431,2.3530,51.564,-321.97,126.28,136.41,2.696
1777025638142437490,23.500,0,1.4041,1.8703,2.3387,53.103,-358.88,131.55,142.11,2.908
1777025638242609024,23.600,0,1.3506,1.8923,2.3248,54.482,-394.29,136.76,147.73,3.933
1777025638342336690,23.699,0,1.2889,1.9195,2.3121,56.120,-439.56,143.31,154.81,3.439
1777025638444152756,23.801,0,1.2198,1.9490,2.2993,57.960,-495.26,151.42,163.58,3.631
1777025638542958258,23.900,0,1.1523,1.9789,2.2899,59.787,-556.54,160.29,173.15,3.592
1777025638640871911,23.998,0,1.0779,2.0075,2.2785,61.767,-631.02,171.36,185.11,2.026
1777025638740201059,24.097,0,1.0051,2.0336,2.2685,63.699,-713.54,183.77,198.51,0.870
1777025638842408328,24.200,0,0.9286,2.0586,2.2584,65.720,-812.86,198.90,214.86,2.672
1777025638941246182,24.298,0,0.8527,2.0812,2.2491,67.720,-927.73,216.62,234.00,1.510
1777025639041853326,24.399,0,0.7759,2.1021,2.2407,69.741,-1065.56,238.07,257.17,2.108
1777025639144242780,24.501,0,0.6939,2.1216,2.2322,71.888,-1244.14,266.18,287.54,3.617
1777025639241286991,24.598,0,0.6349,2.1367,2.2290,73.452,-1402.23,290.93,314.28,1.412
1777025639339666364,24.697,0,0.5785,2.1533,2.2296,74.962,-1585.28,319.30,344.92,0.220
1777025639442114577,24.799,0,0.5348,2.1670,2.2320,76.137,-1754.52,345.39,373.11,2.215
1777025639541128541,24.898,0,0.5077,2.1744,2.2329,76.858,-1873.03,363.84,393.04,15.708
1777025639642484387,25.000,0,0.4039,2.1967,2.2335,79.582,-2466.16,457.34,494.05,2.537
1777025639739738245,25.097,0,0.2977,2.2132,2.2332,82.339,-3489.61,620.41,670.19,0.709
1777025639840833018,25.198,0,0.1902,2.2226,2.2307,85.109,-5671.43,971.19,1049.12,0.456
1777025639942045845,25.299,0,0.0861,2.2274,2.2291,87.787,-12953.61,2146.04,2318.25,1.326
1777025640042101102,25.399,0,-0.0223,2.2261,2.2262,90.575,nan,nan,nan,1.142
1777025640141885657,25.499,0,-0.1478,2.2190,2.2239,93.810,nan,nan,nan,1.620
1777025640243826482,25.601,0,-0.2639,2.2059,2.2216,96.822,nan,nan,nan,3.568
1777025640341263951,25.698,0,-0.3791,2.1880,2.2206,99.830,nan,nan,nan,0.922
1777025640442863870,25.800,0,-0.4913,2.1653,2.2204,102.785,nan,nan,nan,1.580
1777025640542832368,25.900,0,-0.5994,2.1386,2.2211,105.658,nan,nan,nan,1.680
1777025640642893236,26.000,0,-0.7115,2.1056,2.2226,108.672,nan,nan,nan,1.393
1777025640740999500,26.098,0,-0.8194,2.0678,2.2243,111.616,nan,nan,nan,0.863
1777025640841534255,26.199,0,-0.9285,2.0248,2.2275,114.635,nan,nan,nan,0.835
1777025640942523750,26.300,0,-1.0355,1.9759,2.2308,117.656,nan,nan,nan,0.462
1777025641043313968,26.400,0,-1.1376,1.9247,2.2357,120.586,nan,nan,nan,1.829
1777025641146849955,26.504,0,-1.2513,1.8596,2.2414,123.936,nan,nan,nan,2.984
1777025641241563173,26.599,0,-1.3415,1.8029,2.2472,126.652,nan,nan,nan,0.076
1777025641342496743,26.700,0,-1.4367,1.7364,2.2537,129.604,nan,nan,nan,1.069
1777025641443094294,26.800,0,-1.5310,1.6636,2.2609,132.623,nan,nan,nan,1.139
1777025641542572331,26.900,0,-1.6202,1.5879,2.2686,135.575,nan,nan,nan,0.566
1777025641642145664,26.999,0,-1.7027,1.5120,2.2771,138.395,nan,nan,nan,0.509
1777025641750347562,27.108,0,-1.7898,1.4237,2.2870,141.500,nan,nan,nan,0.219
1777025641845958352,27.203,0,-1.8614,1.3444,2.2962,144.162,nan,nan,nan,2.889
1777025641942864841,27.300,0,-1.9375,1.2533,2.3075,147.103,nan,nan,nan,0.108
1777025642043912725,27.401,0,-2.0109,1.1550,2.3190,150.129,nan,nan,nan,0.894
1777025642142606708,27.500,0,-2.0755,1.0578,2.3295,152.994,nan,nan,nan,0.808
1777025642242836872,27.600,0,-2.1385,0.9543,2.3417,155.950,nan,nan,nan,0.397
1777025642342809963,27.700,0,-2.1931,0.8541,2.3536,158.723,nan,nan,nan,0.068
1777025642442068593,27.799,0,-2.2437,0.7566,2.3678,161.365,nan,nan,nan,1.514
1777025642544877082,27.902,0,-2.2869,0.6642,2.3814,163.805,nan,nan,nan,1.538
1777025642644408119,28.002,0,-2.3274,0.5614,2.3942,166.438,nan,nan,nan,0.215
1777025642743971581,28.101,0,-2.3565,0.4606,2.4011,168.939,nan,nan,nan,0.647
1777025642844860039,28.202,0,-2.3866,0.3368,2.4103,171.968,nan,nan,nan,0.646
1777025642943594764,28.301,0,-2.4095,0.2219,2.4197,174.737,nan,nan,nan,0.903
1777025643043770298,28.401,0,-2.4278,0.1063,2.4301,177.494,nan,nan,nan,0.555
1777025643142852059,28.500,0,-2.4430,-0.0094,2.4430,-179.779,nan,nan,nan,1.019
1777025643244942124,28.602,0,-2.4581,-0.1316,2.4616,-176.936,nan,nan,nan,0.859
1777025643342715018,28.700,0,-2.4644,-0.2480,2.4768,-174.254,nan,nan,nan,0.864
1777025643442189703,28.799,0,-2.4639,-0.3605,2.4901,-171.676,nan,nan,nan,2.716
1777025643541496203,28.899,0,-2.4600,-0.4810,2.5066,-168.937,nan,nan,nan,2.189
